Song-Name,Artists,Genre,Album,Language,Mood,tags
Tu Roop Ki Rani Main Choron Ka Raja,LataMangeshkar TalatMahmood,BollywoodDance,RoopKiRaniChoronKaRaja,Hindi,Energetic,LataMangeshkar TalatMahmood BollywoodDance RoopKiRaniChoronKaRaja EnergeticHindi
Fake Ishq,AltamashFaridi KailashKher NakashAziz,BollywoodSad,Housefull3,Hindi,sad,AltamashFaridi KailashKher NakashAziz BollywoodSad Housefull3 sadHindi
Harry Is Not Bhramchari,IshqBector JazzyB,BollywoodDance,ShaadiKeSideEffects,Hindi,Energetic,IshqBector JazzyB BollywoodDance ShaadiKeSideEffects EnergeticHindi
Din Sara Guzara Tore Angana,LataMangeshkar MohammedRafi,BollywoodRomantic,Junglee,Hindi,romantic,LataMangeshkar MohammedRafi BollywoodRomantic Junglee romanticHindi
Desi Romance,ArijitSingh Suchi,BollywoodDance,ShaadiKeSideEffects,Hindi,Energetic,ArijitSingh Suchi BollywoodDance ShaadiKeSideEffects EnergeticHindi
Do Hanson Ka Joda,LataMangeshkar,BollywoodSad,GungaJumna,Hindi,sad,LataMangeshkar BollywoodSad GungaJumna sadHindi
Taki Oh Taki,AshaBhosle KishoreKumar,BollywoodDance,Himmatwala,Hindi,Energetic,AshaBhosle KishoreKumar BollywoodDance Himmatwala EnergeticHindi
Taki Oh Taki,AshaBhosle BappiLahiri,BollywoodDance,Himmatwala,Hindi,Energetic,AshaBhosle BappiLahiri BollywoodDance Himmatwala EnergeticHindi
Yeh Raaste Hai Pyaar Ke,JaspinderNarula Shaan,BollywoodDance,YehRaasteHainPyaarKe,Hindi,Energetic,JaspinderNarula Shaan BollywoodDance YehRaasteHainPyaarKe EnergeticHindi
Pinjra Tod Ke,SunidhiChauhan,Bollywood,Simran,Hindi,Energetic,SunidhiChauhan Bollywood Simran EnergeticHindi
Mere Buddy,AmitabhBachchan ArmaanMalik,BollywoodDance,Bhoothnath,Hindi,Energetic,AmitabhBachchan ArmaanMalik BollywoodDance Bhoothnath EnergeticHindi
Chugliyaan,JavedAli SahirAliBagga,BollywoodDance,OnceUponATimeInMumbaaiDobara,Hindi,Energetic,JavedAli SahirAliBagga BollywoodDance OnceUponATimeInMumbaaiDobara EnergeticHindi
Mohe Chedo Na,LataMangeshkar,BollywoodDance,Lamhe,Hindi,Energetic,LataMangeshkar BollywoodDance Lamhe EnergeticHindi
Ishq Vishq Pyaar Vyaar,AlkaYagnik KumarSanu,BollywoodRomantic,IshqVishk,Hindi,romantic,AlkaYagnik KumarSanu BollywoodRomantic IshqVishk romanticHindi
Jeeye To Jeeye Kaise (Duet Version),AnuradhaPaudwal KumarSanu S.P.Balasubrahmanyam,BollywoodRomantic,Saajan,Hindi,romantic,AnuradhaPaudwal KumarSanu S.P.Balasubrahmanyam BollywoodRomantic Saajan romanticHindi
O Mehbooba,Mukesh,BollywoodRomantic,Sangam,Hindi,romantic,Mukesh BollywoodRomantic Sangam romanticHindi
Alcholic (Remix),YoYoHoneySingh,BollywoodDance,TheShaukeens,Hindi,Energetic,YoYoHoneySingh BollywoodDance TheShaukeens EnergeticHindi
Pehli Baar Mile Hain,S.P.Balasubrahmanyam,BollywoodDance,Saajan,Hindi,Energetic,S.P.Balasubrahmanyam BollywoodDance Saajan EnergeticHindi
Main Hoon No 1 Gawaiya,KunalGanjawala Satyanarayan SatyanarayanMishra VinodRathod,Bollywood,SaajanChaleSasural,Hindi,Energetic,KunalGanjawala Satyanarayan SatyanarayanMishra VinodRathod Bollywood SaajanChaleSasural EnergeticHindi
Tu,Papon ShreyaGhoshal,BollywoodRomantic,BobbyJasoos,Hindi,romantic,Papon ShreyaGhoshal BollywoodRomantic BobbyJasoos romanticHindi
Rab Ka Shukrana,MohitChauhan,BollywoodRomantic,Jannat2,Hindi,romantic,MohitChauhan BollywoodRomantic Jannat2 romanticHindi
Ek But Banaoonga,MohammedRafi,BollywoodRomantic,AsliNaqli,Hindi,romantic,MohammedRafi BollywoodRomantic AsliNaqli romanticHindi
Muskurane (Unplugged),JeetGannguli MohammedIrfan,BollywoodRomantic,Citylights,Hindi,romantic,JeetGannguli MohammedIrfan BollywoodRomantic Citylights romanticHindi
Naina Milaike,Madhushree SadhanaSargam,BollywoodDance,Saathiya,Hindi,Energetic,Madhushree SadhanaSargam BollywoodDance Saathiya EnergeticHindi
Full Jhol,AkasaSingh MikaSingh,BollywoodDance,Jackpot,Hindi,Energetic,AkasaSingh MikaSingh BollywoodDance Jackpot EnergeticHindi
O Saathi Re,ShreyaGhoshal VishalBhardwaj,BollywoodDance,Omkara,Hindi,Energetic,ShreyaGhoshal VishalBhardwaj BollywoodDance Omkara EnergeticHindi
Awara Hoon,Mukesh,BollywoodDance,Awaara,Hindi,Energetic,Mukesh BollywoodDance Awaara EnergeticHindi
Tere Pyar Mein Dil Deewana,AlkaYagnik UditNarayan,BollywoodRomantic,CoolieNo.1,Hindi,romantic,AlkaYagnik UditNarayan BollywoodRomantic CoolieNo.1 romanticHindi
Sunny Sunny (Remix),NehaKakkar YoYoHoneySingh,BollywoodDance,Yaariyan,Hindi,Energetic,NehaKakkar YoYoHoneySingh BollywoodDance Yaariyan EnergeticHindi
In Panchion Ko Dekh Kar,BabySneha KavitaKrishnamurthy Shaan,BollywoodDance,KoiMilGaya,Hindi,Energetic,BabySneha KavitaKrishnamurthy Shaan BollywoodDance KoiMilGaya EnergeticHindi
Lovely (Remix),Fateh KanikaKapoor MirayaVarma RavindraUpadhyay,BollywoodDance,HappyNewYear,Hindi,Energetic,Fateh KanikaKapoor MirayaVarma RavindraUpadhyay BollywoodDance HappyNewYear EnergeticHindi
Mere Mehboob Tujhe,MohammedRafi,BollywoodSad,MereMehboob,Hindi,sad,MohammedRafi BollywoodSad MereMehboob sadHindi
Naam Mera Premkali,KavitaKrishnamurthy,BollywoodDance,Chaalbaaz,Hindi,Energetic,KavitaKrishnamurthy BollywoodDance Chaalbaaz EnergeticHindi
Humka Peeni Hai Peeni,MasterSaleem ShababSabri,BollywoodDance,Dabangg,Hindi,Energetic,MasterSaleem ShababSabri BollywoodDance Dabangg EnergeticHindi
Humka Peeni Hai,MasterSaleem ShababSabri Wajid,BollywoodDance,Dabangg,Hindi,Energetic,MasterSaleem ShababSabri Wajid BollywoodDance Dabangg EnergeticHindi
Bye Bye Miss Good Night,AlkaYagnik KumarSanu,BollywoodRomantic,SaajanChaleSasural,Hindi,romantic,AlkaYagnik KumarSanu BollywoodRomantic SaajanChaleSasural romanticHindi
Bana Ke Kyon Bigada Re,LataMangeshkar,BollywoodSad,Zanjeer,Hindi,sad,LataMangeshkar BollywoodSad Zanjeer sadHindi
Mausam Hai Bada Qatil,SonuNigam,BollywoodDance,ChupChupKe,Hindi,Energetic,SonuNigam BollywoodDance ChupChupKe EnergeticHindi
Ram Narayan Baaja Bajaata,UditNarayan,BollywoodDance,SaajanChaleSasural,Hindi,Energetic,UditNarayan BollywoodDance SaajanChaleSasural EnergeticHindi
Ek Duje Ke Vaaste,Hariharan LataMangeshkar,BollywoodDance,DilToPagalHai,Hindi,Energetic,Hariharan LataMangeshkar BollywoodDance DilToPagalHai EnergeticHindi
Yeh Joker,ShwetaPandit SonuNigam,BollywoodDance,Joker,Hindi,Energetic,ShwetaPandit SonuNigam BollywoodDance Joker EnergeticHindi
Ae Mohabbat Zindabad,MohammedRafi,BollywoodSad,Mughal-E-Azam,Hindi,sad,MohammedRafi BollywoodSad Mughal-E-Azam sadHindi
Daiyya Maiyya,RasikaChandrashekhar ShankarMahadevan UditNarayan,BollywoodDance,KillDil,Hindi,Energetic,RasikaChandrashekhar ShankarMahadevan UditNarayan BollywoodDance KillDil EnergeticHindi
Yaad Mein Teri,LataMangeshkar MohammedRafi,BollywoodSad,MereMehboob,Hindi,sad,LataMangeshkar MohammedRafi BollywoodSad MereMehboob sadHindi
Hum To Dil Chahen Tumhara,HemaSardesai KumarSanu,BollywoodRomantic,Soldier,Hindi,romantic,HemaSardesai KumarSanu BollywoodRomantic Soldier romanticHindi
Tumsa Koi Pyaara,AlkaYagnik KumarSanu,BollywoodRomantic,Khuddar,Hindi,romantic,AlkaYagnik KumarSanu BollywoodRomantic Khuddar romanticHindi
Diwani Tum Jawanon Ki,JollyMukherjee MohammadAziz SapnaMukherjee,BollywoodDance,Dayavan,Hindi,Energetic,JollyMukherjee MohammadAziz SapnaMukherjee BollywoodDance Dayavan EnergeticHindi
Vadiya,AmitTrivedi,BollywoodDance,UdtaPunjab,Hindi,Energetic,AmitTrivedi BollywoodDance UdtaPunjab EnergeticHindi
Sukh Karta (Ganpati Aarti),AmitMishra,BollywoodDevotional,AtithiTumKabJaoge,Hindi,sad,AmitMishra BollywoodDevotional AtithiTumKabJaoge sadHindi
O Sathiya,AlkaYagnik UditNarayan,BollywoodDance,Saaya,Hindi,Energetic,AlkaYagnik UditNarayan BollywoodDance Saaya EnergeticHindi
Chuee Muee,AshaBhosle MohammedAziz,BollywoodRomantic,HimmatAurMehanat,Hindi,romantic,AshaBhosle MohammedAziz BollywoodRomantic HimmatAurMehanat romanticHindi
Kahin Se Aayi Rani – Kahin Se Aaya Raja,AmitKumar Ishwari KavitaKrishnamurthy ShraddhaPandit Shweta,BollywoodDance,RajuChacha,Hindi,Energetic,AmitKumar Ishwari KavitaKrishnamurthy ShraddhaPandit Shweta BollywoodDance RajuChacha EnergeticHindi
Khuda Nigheban Ho,LataMangeshkar,BollywoodSad,Mughal-E-Azam,Hindi,sad,LataMangeshkar BollywoodSad Mughal-E-Azam sadHindi
Dhoop Ke Makaan Sa,HiteshSonik ShekharRavjiani,BollywoodRomantic,BreakUpKeBaad,Hindi,romantic,HiteshSonik ShekharRavjiani BollywoodRomantic BreakUpKeBaad romanticHindi
Chheda Mera Dil Ne Tarana,MohammedRafi,BollywoodDance,AsliNaqli,Hindi,Energetic,MohammedRafi BollywoodDance AsliNaqli EnergeticHindi
Beliya,AditiPaul ArmaanMalik,BollywoodRomantic,MehrunisaVLubU,Hindi,romantic,AditiPaul ArmaanMalik BollywoodRomantic MehrunisaVLubU romanticHindi
Mahi,HarshdeepKaur ShababSabri,BollywoodSad,Irada,Hindi,sad,HarshdeepKaur ShababSabri BollywoodSad Irada sadHindi
Aisa Deewana,SonuNigam,BollywoodRomantic,DilMaangeMore,Hindi,romantic,SonuNigam BollywoodRomantic DilMaangeMore romanticHindi
Har Har Gange,AamanTrikha,BollywoodDance,BhoothnathReturns,Hindi,Energetic,AamanTrikha BollywoodDance BhoothnathReturns EnergeticHindi
Khambe Jaisi Khadi Hai,UditNarayan,BollywoodDanceRomantic,Dil,Hindi,romantic,UditNarayan BollywoodDanceRomantic Dil romanticHindi
Saawan Mein Lag Gayi Aag,MikaSingh,BollywoodDance,WoodstockVilla,Hindi,Energetic,MikaSingh BollywoodDance WoodstockVilla EnergeticHindi
Dhoom Dhaam,AnkitTiwari PalakMuchhal,BollywoodRomantic,ActionJackson,Hindi,romantic,AnkitTiwari PalakMuchhal BollywoodRomantic ActionJackson romanticHindi
Aayi Re Aayi Re Khushi,SunidhiChauhan,BollywoodDance,Khushi,Hindi,Energetic,SunidhiChauhan BollywoodDance Khushi EnergeticHindi
Mera Jahan,AdnanSami AnanyaWadkar AurielCordo,BollywoodSad,TaareZameenPar,Hindi,sad,AdnanSami AnanyaWadkar AurielCordo BollywoodSad TaareZameenPar sadHindi
Let It Be,Shaan,BollywoodDance,DesiBoyz,Hindi,Energetic,Shaan BollywoodDance DesiBoyz EnergeticHindi
Dua,KailashKher MarianneD'cruzAiman SukhwinderSing,BollywoodDance,Kurbaan,Hindi,Energetic,KailashKher MarianneD'cruzAiman SukhwinderSing BollywoodDance Kurbaan EnergeticHindi
Badlapur,Multiple,BollywoodDance,Badlapur,Hindi,Energetic,Multiple BollywoodDance Badlapur EnergeticHindi
Jab Chaye Tera Jadoo,KanikaKapoor,BollywoodDance,MainAurCharles,Hindi,Energetic,KanikaKapoor BollywoodDance MainAurCharles EnergeticHindi
Gulon Mein Rang Bhare,ArijitSingh,BollywoodSad,Haider,Hindi,sad,ArijitSingh BollywoodSad Haider sadHindi
Main Hi Main Hoon,SureshWadkar,BollywoodRomantic,RamTeriGangaMaili,Hindi,romantic,SureshWadkar BollywoodRomantic RamTeriGangaMaili romanticHindi
Yaad Teri Yaad,AbhijeetSawant ShreyaGhoshal,BollywoodDance,JawaniDiwani:AYouthfulJoyride,Hindi,Energetic,AbhijeetSawant ShreyaGhoshal BollywoodDance JawaniDiwani:AYouthfulJoyride EnergeticHindi
Shabe Firaq,HimeshReshammiya TulsiKumar,BollywoodDance,ChupChupKe,Hindi,Energetic,HimeshReshammiya TulsiKumar BollywoodDance ChupChupKe EnergeticHindi
Andaz Mera Mastana,LataMangeshkar,BollywoodDance,DilApnaAurPreetParai,Hindi,Energetic,LataMangeshkar BollywoodDance DilApnaAurPreetParai EnergeticHindi
Pyaar Kar,KavitaKrishnamurthy Shaan UditNarayan,BollywoodDance,Single,Hindi,Energetic,KavitaKrishnamurthy Shaan UditNarayan BollywoodDance Single EnergeticHindi
Right Now (Remix),SunidhiChauhan SuzzaneDeMello Wajid,BollywoodDance,Housefull2,Hindi,Energetic,SunidhiChauhan SuzzaneDeMello Wajid BollywoodDance Housefull2 EnergeticHindi
Aao Na,VishalDadlani,BollywoodDance,Haider,Hindi,Energetic,VishalDadlani BollywoodDance Haider EnergeticHindi
Tere Pyar Mein Dildar,LataMangeshkar,BollywoodDance,MereMehboob,Hindi,Energetic,LataMangeshkar BollywoodDance MereMehboob EnergeticHindi
Hai Isi Men Pyar Ki Abroo,LataMangeshkar,BollywoodSad,Anpadh,Hindi,sad,LataMangeshkar BollywoodSad Anpadh sadHindi
Jhelum,VishalBhardwaj,BollywoodSad,Haider,Hindi,sad,VishalBhardwaj BollywoodSad Haider sadHindi
Yaad Aayee,AdnanSami,BollywoodRomantic,Muskaan,Hindi,romantic,AdnanSami BollywoodRomantic Muskaan romanticHindi
Yaari Yaari,RamSampath,Bollywood,PuraniJeans,Hindi,Energetic,RamSampath Bollywood PuraniJeans EnergeticHindi
Hai Jaana Hai Jaana,SujathaMohan,BollywoodDance,Pukar,Hindi,Energetic,SujathaMohan BollywoodDance Pukar EnergeticHindi
F.U.N. Fun Funaa,AliZafar,BollywoodDance,LuvKaTheEnd,Hindi,Energetic,AliZafar BollywoodDance LuvKaTheEnd EnergeticHindi
Muh Meetha Kara De,BennyDayal MonaliThakur,BollywoodDance,RabbaMainKyaKaroon,Hindi,Energetic,BennyDayal MonaliThakur BollywoodDance RabbaMainKyaKaroon EnergeticHindi
Mere Khwabon Ka,UditNarayan,BollywoodRomantic,Jism,Hindi,romantic,UditNarayan BollywoodRomantic Jism romanticHindi
Mera Karma Tu,ManharUdhas MohammedAziz SureshWadkar,BollywoodPatriotic,Karma,Hindi,sad,ManharUdhas MohammedAziz SureshWadkar BollywoodPatriotic Karma sadHindi
Jumme Kie Raat Hai (Remix),MikaSingh PalakMuchhal,BollywoodDance,Kick,Hindi,Energetic,MikaSingh PalakMuchhal BollywoodDance Kick EnergeticHindi
Poore Chand,ShailHada,BollywoodRomantic,GoliyonKiRasleelaRam-leela,Hindi,romantic,ShailHada BollywoodRomantic GoliyonKiRasleelaRam-leela romanticHindi
Janeman Ek Nazar Dekh Le,AshaBhosle LataMangeshkar,BollywoodDance,MereMehboob,Hindi,Energetic,AshaBhosle LataMangeshkar BollywoodDance MereMehboob EnergeticHindi
O Maa Tujhe Salaam,JagjitSingh,BollywoodDevotional,KhalNayak,Hindi,sad,JagjitSingh BollywoodDevotional KhalNayak sadHindi
Holi Aayi Re,KishoreKumar LataMangeshkar MahendraKapoor,BollywoodDance,Mashaal,Hindi,Energetic,KishoreKumar LataMangeshkar MahendraKapoor BollywoodDance Mashaal EnergeticHindi
Aaja Mahiya,AlkaYagnik UditNarayan,BollywoodDance,Yaadein,Hindi,Energetic,AlkaYagnik UditNarayan BollywoodDance Yaadein EnergeticHindi
O Haseena Zulfonwale Jane Jahan,AshaBhosle MohammedRafi,BollywoodDance,TeesriManzil,Hindi,Energetic,AshaBhosle MohammedRafi BollywoodDance TeesriManzil EnergeticHindi
Mora Gora Ang Laile,LataMangeshkar,BollywoodRomantic,Bandini,Hindi,romantic,LataMangeshkar BollywoodRomantic Bandini romanticHindi
Rangreza,AbhijeetSawant PragyaPatra,BollywoodRomantic,Rangreza,Hindi,romantic,AbhijeetSawant PragyaPatra BollywoodRomantic Rangreza romanticHindi
Koshampa,AamanTrikha Anweshaa SanchitaBhattacharya,BollywoodDance,Kaanchi,Hindi,Energetic,AamanTrikha Anweshaa SanchitaBhattacharya BollywoodDance Kaanchi EnergeticHindi
Sweety,AishwaryaNigam MonaliThakur,BollywoodDance,BobbyJasoos,Hindi,Energetic,AishwaryaNigam MonaliThakur BollywoodDance BobbyJasoos EnergeticHindi
Sheher Mein,Karthik MohitChuahaan,BollywoodDance,Rockstar,Hindi,Energetic,Karthik MohitChuahaan BollywoodDance Rockstar EnergeticHindi
Mujhpe Har Haseena,AlishaChinai KumarSanu SonuNigam,BollywoodDance,IshqVishk,Hindi,Energetic,AlishaChinai KumarSanu SonuNigam BollywoodDance IshqVishk EnergeticHindi
Mitra,AmitabhBhattacharya SalimMerchant,BollywoodSad,BandBaajaBaaraat,Hindi,sad,AmitabhBhattacharya SalimMerchant BollywoodSad BandBaajaBaaraat sadHindi
Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke,HemantKumar,BollywoodMotivational,GungaJumna,Hindi,sad,HemantKumar BollywoodMotivational GungaJumna sadHindi
Tu Hi Tu,AyushmanKhurana,BollywoodRomance,NautankiSaala,Hindi,romantic,AyushmanKhurana BollywoodRomance NautankiSaala romanticHindi
No. 1 Punjabi,JaspinderNarula SonuNigam,BollywoodDance,ChoriChoriChupkeChupke,Hindi,Energetic,JaspinderNarula SonuNigam BollywoodDance ChoriChoriChupkeChupke EnergeticHindi
Jeeley Yeh Lamhe,AmitMishra AnupamAmod,BollywoodDance,DaysOfTafree,Hindi,Energetic,AmitMishra AnupamAmod BollywoodDance DaysOfTafree EnergeticHindi
Aaur Main Khush Hoon,AshKing,BollywoodDance,Kahaani2,Hindi,Energetic,AshKing BollywoodDance Kahaani2 EnergeticHindi
Alvida,MohammedIrfan,BollywoodRomantic,LuvShvPyarVyar,Hindi,romantic,MohammedIrfan BollywoodRomantic LuvShvPyarVyar romanticHindi
Bachalo Bachalo,AlkaYagnik SonuNigam,BollywoodDance,KhullamKhullaPyaarKaren,Hindi,Energetic,AlkaYagnik SonuNigam BollywoodDance KhullamKhullaPyaarKaren EnergeticHindi
Tujhpe Fida,ShraddhaPandit SulaimanMerchant,BollywoodDance,Heroine,Hindi,Energetic,ShraddhaPandit SulaimanMerchant BollywoodDance Heroine EnergeticHindi
Kya Mil Gaya Hay Kya Kho Gaya,LataMangeshkar MohammedRafi,BollywoodDance,Sasural,Hindi,Energetic,LataMangeshkar MohammedRafi BollywoodDance Sasural EnergeticHindi
Chittiyaan Kalaiyaan (Remix),KanikaKapoor MeetBros,BollywoodDance,Roy,Hindi,Energetic,KanikaKapoor MeetBros BollywoodDance Roy EnergeticHindi
Bumbro Bumbro,JaspinderNarula ShankarMahadevan SunidhiChauhan,BollywoodDance,MissionKashmir,Hindi,Energetic,JaspinderNarula ShankarMahadevan SunidhiChauhan BollywoodDance MissionKashmir EnergeticHindi
Khul Kabhi Toh,ArijitSingh,BollywoodRomantic,Haider,Hindi,romantic,ArijitSingh BollywoodRomantic Haider romanticHindi
Pankhon Ko,SalimMerchant,BollywoodSad,RocketSingh,Hindi,sad,SalimMerchant BollywoodSad RocketSingh sadHindi
Miliyo Re,MonaliThakur RochakKohli,BollywoodSad,MonsoonShootout,Hindi,sad,MonaliThakur RochakKohli BollywoodSad MonsoonShootout sadHindi
Maula Sun Le Re,Papon,BollywoodSad,MadrasCafe,Hindi,sad,Papon BollywoodSad MadrasCafe sadHindi
Sweeta,AdnanSami,BollywoodDance,KillDil,Hindi,Energetic,AdnanSami BollywoodDance KillDil EnergeticHindi
Hona Hai Kya,RamSampath,BollywoodDance,Talaash,Hindi,Energetic,RamSampath BollywoodDance Talaash EnergeticHindi
Ram Kare Aisa Ho Jaye,Mukesh,BollywoodRomantic,Milan,Hindi,romantic,Mukesh BollywoodRomantic Milan romanticHindi
Catch Me If U Can,AmaalMallik,BollywoodDance,Force2,Hindi,Energetic,AmaalMallik BollywoodDance Force2 EnergeticHindi
Kabhi Tu Chalia Lagta Hai,LataMangeshkar S.P.Balasubrahmanyam,BollywoodDance,PattharKePhool,Hindi,Energetic,LataMangeshkar S.P.Balasubrahmanyam BollywoodDance PattharKePhool EnergeticHindi
Lakhon Tare Aasman Per,LataMangeshkar Mukesh,BollywoodSad,HariyaliAurRasta,Hindi,sad,LataMangeshkar Mukesh BollywoodSad HariyaliAurRasta sadHindi
Farrata,Adityan ArmaanMalik,BollywoodDance,TumhariSulu,Hindi,Energetic,Adityan ArmaanMalik BollywoodDance TumhariSulu EnergeticHindi
Ye Mera Dil Pagal Hai,AshaBhosle S.P.Balasubrahmanyam,BollywoodDance,Gardish,Hindi,Energetic,AshaBhosle S.P.Balasubrahmanyam BollywoodDance Gardish EnergeticHindi
Tune Maari Entriyaan (Remix),BappiLahiri KK NeetiMohan VishalDadlani,BollywoodDance,Gunday,Hindi,Energetic,BappiLahiri KK NeetiMohan VishalDadlani BollywoodDance Gunday EnergeticHindi
Dushman Dil Ka Jo,KavitaKrishnamurthy,BollywoodDance,RoopKiRaniChoronKaRaja,Hindi,Energetic,KavitaKrishnamurthy BollywoodDance RoopKiRaniChoronKaRaja EnergeticHindi
Deewane Hai Deewanon Ko,LataMangeshkar MohammedRafi,BollywoodDance,Zanjeer,Hindi,Energetic,LataMangeshkar MohammedRafi BollywoodDance Zanjeer EnergeticHindi
Good Morning India,SonuNigam,BollywoodDance,Khushi,Hindi,Energetic,SonuNigam BollywoodDance Khushi EnergeticHindi
Aap Aye To Khayal,MahendraKapoor,BollywoodRomantic,Gumrah,Hindi,romantic,MahendraKapoor BollywoodRomantic Gumrah romanticHindi
Holi Khelein,AnmolMalik ShreyaGhoshal,BollywoodDance,BegumJaan,Hindi,Energetic,AnmolMalik ShreyaGhoshal BollywoodDance BegumJaan EnergeticHindi
Kar Doon Kamaal,SukhwinderSingh SunidhiChauhan,BollywoodDance,MujhseShaadiKarogi,Hindi,Energetic,SukhwinderSingh SunidhiChauhan BollywoodDance MujhseShaadiKarogi EnergeticHindi
Bekas Pe Karam Kijiye,LataMangeshkar,BollywoodSad,Mughal-E-Azam,Hindi,sad,LataMangeshkar BollywoodSad Mughal-E-Azam sadHindi
Haath Chhute Bhi,JagjitSingh,BollywoodSad,Pinjar,Hindi,sad,JagjitSingh BollywoodSad Pinjar sadHindi
Yaadan Teriyan,HimeshReshammiya,BollywoodSad,DilDiyaHai,Hindi,sad,HimeshReshammiya BollywoodSad DilDiyaHai sadHindi
Is Shaane Karam Ka – Qawali,NusratFatehAliKhan,BollywoodDevotional,KachcheDhaage,Hindi,sad,NusratFatehAliKhan BollywoodDevotional KachcheDhaage sadHindi
Zulf Ki Chhaon Mein,AshaBhosle MohammedRafi,BollywoodRomantic,PhirWohiDilLayaHoon,Hindi,romantic,AshaBhosle MohammedRafi BollywoodRomantic PhirWohiDilLayaHoon romanticHindi
Jhoom Barabar Jhoom,AamanTrikha PawniPandey ShababSabri VineetSingh,BollywoodDance,Policegiri,Hindi,Energetic,AamanTrikha PawniPandey ShababSabri VineetSingh BollywoodDance Policegiri EnergeticHindi
Chhil Gaye Naina,DipanshuPandit KanikaKapoor,BollywoodSad,NH10,Hindi,sad,DipanshuPandit KanikaKapoor BollywoodSad NH10 sadHindi
Jab Tum (Female),ShreyaGhoshal,BollywoodRomantic,ShaadiAbhiBaakiHai,Hindi,romantic,ShreyaGhoshal BollywoodRomantic ShaadiAbhiBaakiHai romanticHindi
Tu Mujhe Suna,NitinMukesh SureshWadkar,BollywoodRomantic,Chandni,Hindi,romantic,NitinMukesh SureshWadkar BollywoodRomantic Chandni romanticHindi
Kabhi Khushboo,K.K.,BollywoodSad,Saaya,Hindi,sad,K.K. BollywoodSad Saaya sadHindi
Matari Kotmari Tumba,AtulKale,BollywoodDance,JisDeshMeinGangaRehtaHai,Hindi,Energetic,AtulKale BollywoodDance JisDeshMeinGangaRehtaHai EnergeticHindi
Haule Haule (Remix),HardKaur SukhwinderSingh,BollywoodDance,RabNeBanaDiJodi,Hindi,Energetic,HardKaur SukhwinderSingh BollywoodDance RabNeBanaDiJodi EnergeticHindi
Horn OK Please,AnushkaManchanda SukhwinderSingh YoYoHoneySingh,BollywoodDance,DedhIshqiya,Hindi,Energetic,AnushkaManchanda SukhwinderSingh YoYoHoneySingh BollywoodDance DedhIshqiya EnergeticHindi
Raah Mein Un Se,AlkaYagnik KumarSanu,BollywoodDanceRomantic,Vijaypath,Hindi,romantic,AlkaYagnik KumarSanu BollywoodDanceRomantic Vijaypath romanticHindi
Nazar Bachakar Chale Gaye Woh,MohammedRafi,BollywoodRomantic,DilTeraDeewana,Hindi,romantic,MohammedRafi BollywoodRomantic DilTeraDeewana romanticHindi
Gudiya Rani,LataMangeshkar,BollywoodDance,Lamhe,Hindi,Energetic,LataMangeshkar BollywoodDance Lamhe EnergeticHindi
Saara Saara Din Tum Kaam Karoge,KavitaKrishnamurthy,BollywoodRomantic,Nigahen,Hindi,romantic,KavitaKrishnamurthy BollywoodRomantic Nigahen romanticHindi
Maine Pyar Kiya,LataMangeshkar S.P.Balasubrahmanyam,BollywoodDance,MainePyarKiya,Hindi,Energetic,LataMangeshkar S.P.Balasubrahmanyam BollywoodDance MainePyarKiya EnergeticHindi
Haila Haila,AlkaYagnik UditNarayan,BollywoodDance,KoiMilGaya,Hindi,Energetic,AlkaYagnik UditNarayan BollywoodDance KoiMilGaya EnergeticHindi
Dil Ye Ladaku,MonaliThakur,BollywoodRomantic,SaalaKhadoos,Hindi,romantic,MonaliThakur BollywoodRomantic SaalaKhadoos romanticHindi
Pyaar Se Pyaar,Abhijeet,BollywoodDance,Raaz,Hindi,Energetic,Abhijeet BollywoodDance Raaz EnergeticHindi
Gunja Re Chandan,Hemlata SureshWadkar,BollywoodRomantic,NadiyaKePaar,Hindi,romantic,Hemlata SureshWadkar BollywoodRomantic NadiyaKePaar romanticHindi
